sep=,
Daterange: 2020-05-13 – 2020-06-12,From: 2020-03-14,Ext_id: 1509242894,To: 2020-06-12
Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Tags,Categories,Notes,Likes,Dislikes,Link,Permalink,AF Link
"2020-06-10 02:31:53","1509242894","COVIDSafe","au","1.5","Studio|Graham","2","Use Apple API","Title says it all. But in case people do not understand what it means, I will explain. The Apple implementation of COVID-19 contact tracing stores the data of randomised Bluetooth connections on the device only. At the point where you have confirmed do have contracted SARS-CoV-2, the iOS will then allow the data (that doesn’t have identifying information in it) to be connected with the national database. This will in turn alert those that have been in contact with you. The government doesn’t get to know who everyone else is or track locations. The other upside is it enables Bluetooth to function in the background so you don’t need to drain your battery with the app open all the time.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6057040786","https://appfollow.io/app/745570/review/221295809","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221295809"
"2020-06-10 01:57:14","1509242894","COVIDSafe","au","1.5","babidibubidi","3","Seems to cook my Bluetooth","Which is not ideal.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6056949653","https://appfollow.io/app/745570/review/221295808","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221295808"
"2020-06-10 01:30:59","1509242894","COVIDSafe","au","1.5","Carlo89","4","Messing with my Bluetooth","I see the importance of this app and it’s been great. However since I downloaded it I have been having lots of Bluetooth issues. Such as my Apple Watch and my car stereo disconnecting and then I have to restart the phone for it to reconnect. Many of my friends are suffering the same issue. Hope this bug can be fixed.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6056879090","https://appfollow.io/app/745570/review/221295807","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221295807"
"2020-06-09 21:47:18","1509242894","COVIDSafe","au","1.5","ClickiTee","1","Ineffective as doesn’t use official Apple API","Unbelievable that such an important application wouldn’t adopt the official Apple API that would allow it to run effectively in the background.

Useless",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6056333425","https://appfollow.io/app/745570/review/218994535","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218994535"
"2020-06-09 21:18:35","1509242894","COVIDSafe","au","1.5","Uncle Aaron","2","Major security flaw","After hearing about the major security flaw about how hackers can easily get into your phone and steal your data thanks to this app, I decided to delete this app

Even though the main reason this app exists is fantastic",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6056262747","https://appfollow.io/app/745570/review/221178616","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221178616"
"2020-06-09 13:22:11","1509242894","COVIDSafe","au","1.5","deltavee33","1","Still DOES NOT support the API","What on earth are you people doing? Why does this not support the contact tracing API. That was released weeks ago!! This app is useless on iPhone in its current form. Pull your heads out!",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6054812294","https://appfollow.io/app/745570/review/221141537","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221141537"
"2020-06-09 10:28:50","1509242894","COVIDSafe","au","1.5","dr8k","3","Interferes with some Bluetooth services","I support the app and it’s purpose, but it has been interfering with other Bluetooth services on my phone to the point they stop working until I restart the device.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6054245264","https://appfollow.io/app/745570/review/221089090","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221089090"
"2020-06-09 09:42:49","1509242894","COVIDSafe","au","1.5","Shadow7O","1","Bluetooth devices stop connecting","After opening the app all Bluetooth devices will stop connecting.
The only way to fix it is to reboot the iPhone but once you reopen the app again the devices will stop connecting again.",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6054111776","https://appfollow.io/app/745570/review/221089089","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221089089"
"2020-06-09 07:35:39","1509242894","COVIDSafe","us","1.5","friendofasquid","5","No virus since downloading app","Haven’t been sick since downloading the App. Must be working.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6053777179","https://appfollow.io/app/745570/review/221615857","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221615857"
"2020-06-09 01:34:32","1509242894","COVIDSafe","au","1.5","deaaxtivating","1","App Keeps deactivating","My app keeps deactivating and every few weeks I have to re submit my details. As I get an alert stating I have not activated it!  Not sure “how safe I feel “ with this constantly happening.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6052824948","https://appfollow.io/app/745570/review/221019408","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221019408"
"2020-06-09 01:05:48","1509242894","COVIDSafe","au","1.5","Melbourne train rider","1","Disconnects other Bluetooth enabled devices","The app consistently disconnects other Bluetooth connected devices such as my Fitbit. The only way to reconnect the Fitbit is to turn Bluetooth off and on again, then the app disconnects the Fitbit again. Very frustrating.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6052753657","https://appfollow.io/app/745570/review/221019407","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221019407"
"2020-06-08 20:10:00","1509242894","COVIDSafe","au","1.5","Saffy66","3","Is it working on locked iPhones yet or in the background?","I downloaded this app the first day and I have it running in the background 24/7.  However, we keep hearing it doesn’t work on iPhones unless it’s open on an unlocked phone.  Who walks around with an unlocked phone?  Glad to see the annoying daily reminder is gone.  I wondered if that was sent because the app was in the background and now somehow a fix has been found so it works that way.  But seeing so many comments about the notification makes me suspect it was stopped to avoid losing users.  Meanwhile apparently I may as well not have the app because I don’t leave my phone unlocked unless I’m using it, and if I’m using it the app is the background anyway - either way it’s not working apparently.  And the vast majority of close contacts I have are in my workplace, where phones are illegal. Honestly I only keep the app because the government threatened to hold off reopening places unless enough of us downloaded it. This my rating has dropped from 5 to 3 stars.",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6052049523","https://appfollow.io/app/745570/review/221006001","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221006001"
"2020-06-08 08:15:23","1509242894","COVIDSafe","au","1.5","mitchyd89","1","Bluetooth Issue","As soon as I have installed this app, my iPhone Bluetooth doesnt connect to my Apple Watch via Bluetooth... I then deleted the app and then the Bluetooth connection between the two worked again... please fix",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6049890530","https://appfollow.io/app/745570/review/220941711","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220941711"
"2020-06-08 07:30:00","1509242894","COVIDSafe","au","1.5","Freddie Nirk","1","No longer required?","With so many allowed to protest, clearly it’s no longer required.",,,,,,,,,,"1","https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6049776769","https://appfollow.io/app/745570/review/220941710","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220941710"
"2020-06-08 04:56:27","1509242894","COVIDSafe","au","1.5","flygirlmechanic","4","Great","Great idea.
Thought that maybe app could generate a QRcode so that restaurant and cafes could scan it for faster information collection and ease of contact tracing. It would also negate the need for written personal information.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6049404824","https://appfollow.io/app/745570/review/220929992","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220929992"
"2020-06-07 15:05:32","1509242894","COVIDSafe","au","1.5","jumblybum","1","Notification spam. Lack of transparency.","It is stupid to spend so much producing this application, which hardly anyone will use. Rather then just enforcing masks in public like other countries. The only reason I can think for the existence of this app is, is that it is either:
  - Intended as a safety blanket for those getting ‘anxious’ because they lack any mental resilience and can’t handle just staying the hell at home.
  - Some high level government tech illiterate thought this was a good idea.",,,,,,,,,,"1","https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6047208101","https://appfollow.io/app/745570/review/216448862","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=216448862"
"2020-06-07 04:56:21","1509242894","COVIDSafe","au","1.5","Ozcobaye","1","App Deleted","After the protests on the weekend it is clear the government is no longer worried about COVID19.
Nor now am I. 
App deleted.",,,,,,,,,"2","3","https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6045380304","https://appfollow.io/app/745570/review/220828346","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220828346"
"2020-06-07 02:20:04","1509242894","COVIDSafe","au","1.5","TrollMasterFTW","1","Lol","I gave this a one star for the memes",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6044929826","https://appfollow.io/app/745570/review/220814069","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220814069"
"2020-06-07 00:45:39","1509242894","COVIDSafe","au","1.5","4tune8chance","5","Good idea","A helpful addition to fighting COVID-19. So the latest update 1.5 does that mean they are using the Apple code to help the iPhone work better?",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6044640616","https://appfollow.io/app/745570/review/220814068","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220814068"
"2020-06-06 11:59:11","1509242894","COVIDSafe","au","1.5","Gghsychb sup","2","Keeps saying not activated","I updated the app but every few days it says it’s not activated and I have to put my details in again and get the code to verify my details. I’m sick of it! I have no idea if it’s actually working or not!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6042402715","https://appfollow.io/app/745570/review/220777882","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220777882"
"2020-06-06 11:42:40","1509242894","COVIDSafe","au","1.5","Mac-Shea","4","Great App for Keeping Track of COVID-19.","I Have been using this App for a long while now and I am Proud to say I never thought how affective it is Even got warned when there was someone with the Virus near Me I love this app as a Idea and has really changed my Life.",,,,,,,,,,"1","https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6042350608","https://appfollow.io/app/745570/review/220777881","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220777881"
"2020-06-06 06:45:18","1509242894","COVIDSafe","in","1.5","Mahasvs","1","Serious ISSUE Other BLE APP NOT WORKING","When COVID SAFE App is installed and is in background ,other BLE based app is not working at all.But the same issue is not occurring with other COVID Based apps say Arogya Sethu etc. I observed this in first hand and it causes a “serious issue.”Please fix this asap.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6041507717","https://appfollow.io/app/745570/review/221615858","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=221615858"
"2020-06-05 23:20:12","1509242894","COVIDSafe","au","1.5","MrJezza-not happy","5","No problem","I have no problem with this app on my iPhone X. It sits quietly in the background and hopefully does what’s required. I’m not worried about anyone tracking me. If the government thinks my life is that important that they need to track me, they should just ask, I can give them that anytime. This app is designed to help me and others. If I was scared of third parties gaining info off me, I wouldn’t own a smart phone and I would live in Alice springs.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6040224989","https://appfollow.io/app/745570/review/220736479","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220736479"
"2020-06-05 21:17:28","1509242894","COVIDSafe","au","1.5","MIssKat85","4","Apple Watch","This app is a fantastic idea and the only reason I didn’t give it 5 stars is because it doesn’t support Apple Watch. I work in a very large hotel where we have now welcomed back guests. I very rarely have my phone on me because I have a cellular Apple Watch. If I was to come into contact with someone it wouldn’t be recorded because I don’t have my phone and there app isn’t available for Apple Watch.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6039915638","https://appfollow.io/app/745570/review/220725515","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220725515"
"2020-06-05 21:11:34","1509242894","COVIDSafe","au","1.5","Wazza Auzza","3","Breaks Apple Watch","I’ve got this app running all the time because I recognise the greater importance of it. But golly it’s annoying and I’ve come within a cat’s whisker of deleting it multiple times. In fact, I’m writing this review now to distract myself while the urge to delete it dies down.
Why? It entirely breaks the Bluetooth connection between Apple Watch and the phone. As a result;
- even though I have “block all unknown callers” enabled, Apple Watch rings every single time an unknown number calls and no record of the call appears in the recents section on the phone - iPhone has no idea the call occurred!!
- music playing, fitness tracking, auto-unlock, remote cancelling of alarms; none of it works from Apple Watch
- the watch battery drains faster because it’s constantly connecting directly to the mobile network even though my phone is less than a metre from it.
If you are an Apple Watch user this app is a difficult proposition, sadly.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6039900442","https://appfollow.io/app/745570/review/220725514","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220725514"
"2020-06-05 14:19:19","1509242894","COVIDSafe","au","1.5","Fast food junky","3","App doesn’t support iOS exposure logging","The June release still doesn’t support iOS 13.5 COVID-19 exposure logging which Apple & Google developed together to help the Bluetooth communication between devices and make sure logging occurs when the app isn’t running.

Update this app Aussie health dept!",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6038593330","https://appfollow.io/app/745570/review/216814203","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=216814203"
"2020-06-05 07:09:25","1509242894","COVIDSafe","au","1.5","Johnb0804","1","Still not using the API","A new update, but still not using the API, will test for 24 hours then remove if the watch stops auto connecting.

Add: now it won’t even uninstall, stays there as a blank icon.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6037246475","https://appfollow.io/app/745570/review/219141679","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219141679"
"2020-06-05 05:08:11","1509242894","COVIDSafe","au","1.5","Milla120409","5","Does My sister has corona?!","My sister got tested for corona and we are still waiting for the results, but I really hope that the coronavirus Sensor on this app really does work because it says that she doesn’t have the virus but I guess we will just have to wait for the results to see if the app sensor is right!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6036949603","https://appfollow.io/app/745570/review/220655893","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220655893"
"2020-06-05 01:46:54","1509242894","COVIDSafe","au","1.5","Ke H","1","Ver 1.5 STILL not iPhone compatible","They’ve had another week to update this to use the Apple Exposure Logging API.
New update comes in and the government developers still have not done the one thing that will make this app do what they claim.
Uninstalled again 😟",,,,,,,,,"2",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6036360576","https://appfollow.io/app/745570/review/219314792","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219314792"
"2020-06-05 01:23:36","1509242894","COVIDSafe","au","1.5","MattV003","1","Still doesn’t integrate with IOS exposure logging API","Disappointed that the govt is pushing this app but it’s effectively useless until it integrates with your phone properly.",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6036298529","https://appfollow.io/app/745570/review/220634434","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220634434"
"2020-06-04 21:40:09","1509242894","COVIDSafe","au","1.4","Northbear65","1","Annoying","Asks to register my details again every time I switch my phone on. Have reinstalled app, have hit the back key as per the app’s help page with same result. I only have the app begrudgingly because I work in hospitality. Others don’t have this issue so is it 6s iPhone only?",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6035737867","https://appfollow.io/app/745570/review/220622325","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220622325"
"2020-06-04 11:18:51","1509242894","COVIDSafe","au","1.4","Kiel Gillard","1","Right now, it’s impractical, useless and waste of taxpayer money — but there’s hope.","I do not expect other iPhone users to understand that for this to work they need to leave their phone unlocked and this app only open in the screen whenever in public spaces. This app needs to adopt Apple and Google’s Exposure Notification APIs because it is the only way this idea will ever practically work.",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6033754043","https://appfollow.io/app/745570/review/220573256","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220573256"
"2020-06-04 05:33:30","1509242894","COVIDSafe","au","1.4","Arunt","5","Good App","Suggestion for improvement not everyone remember to open the app when travelling its better to send notifications as soon as they leave particular location like home, office advising to open the app.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6032822362","https://appfollow.io/app/745570/review/220513588","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220513588"
"2020-06-04 03:33:43","1509242894","COVIDSafe","au","1.4","chubbitik","3","Concerned iPhone user","I truly hope this works as they say it will. Having a vulnerable partner I’m concerned to hear reports this not be working properly on my iPhone. I do know that my battery seems to drain a lot faster so I am hoping that’s an indication that it is collecting data. Keeping my fingers crossed.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6032523264","https://appfollow.io/app/745570/review/220513587","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220513587"
"2020-06-04 01:36:13","1509242894","COVIDSafe","au","1.4","Captain Marvel✌🏼🤪","1","A little confused","I’m a little confused as this app hasn’t done anything, and when I go into the app nothing happens apart from the logo spinning, is this just my phone or is this how the app is supposed to work?",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6032174168","https://appfollow.io/app/745570/review/220412770","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220412770"
"2020-06-04 00:40:16","1509242894","COVIDSafe","au","1.4","Jack & Jasmin","4","Apple Watch bluetooth problem must be solved.","All in favour of the app but the Apple Watch problem of the watch being unable to connect to the iPhone (using bluetooth) while the COVIDSafe app is running must solved. Happens irregularly but often enough to be a problem. There are quite a few people reporting the same problem on forums and the like.",,,,,,,,,"2",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6032003657","https://appfollow.io/app/745570/review/220412769","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220412769"
"2020-06-03 09:39:19","1509242894","COVIDSafe","au","1.4","jsw1991","1","Thoughtful but breaking Bluetooth","While the app is thoughtful and we should all play our part , it’s been almost a month and this app break Bluetooth functionality on iPhone period. Apple Watch , Bluetooth headphones do not sync up properly . Had to Pair and re- pair my watch every time this app launches ! 

Fix it or you will loose momentum in getting people to use this app in Australia .",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6029241368","https://appfollow.io/app/745570/review/220200807","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220200807"
"2020-06-02 12:21:43","1509242894","COVIDSafe","au","1.4","PatWearAirPods","1","not using iOS 13.5 Covid 19 api","why not use iOS 13.5 Covid 19 api",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6025634824","https://appfollow.io/app/745570/review/220125346","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220125346"
"2020-06-02 09:38:50","1509242894","COVIDSafe","au","1.4","SethPrice1122","1","THEY’RE WATCHING","👁 👁",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=6025125975","https://appfollow.io/app/745570/review/220106952","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=220106952"
